property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
House,Gulberg,Lahore,For Sale,Zero,Zero,Kanal,8,5-10 Kanal,1250000000,Above 10 crore,0,0
House,Islamabad Highway,Islamabad,For Sale,Two,One,Marla,3,0-5 Marla,2550000,Between 20 lakh to 30 lakh,1,2
House,Township,Lahore,For Sale,Two,One,Marla,3,0-5 Marla,4500000,Between 30 lakh to 50 lakh,1,2
House,Shadipura,Lahore,For Sale,One,One,Marla,5,0-5 Marla,5500000,Between 50 lakh to 80 lakh,1,1
House,Manawala,Faisalabad,For Sale,One,One,Marla,8,5-10 Marla,5600000,Between 50 lakh to 80 lakh,1,1
House,Misryal Road,Rawalpindi,For Sale,Zero,Two,Marla,3,0-5 Marla,1500000,Between 10 lakh to 20 lakh,2,0
House,Girja Road,Rawalpindi,For Sale,One,Two,Marla,2.5,0-5 Marla,1700000,Between 10 lakh to 20 lakh,2,1
House,Bhara kahu,Islamabad,For Sale,Two,Two,Marla,2.5,0-5 Marla,1800000,Between 10 lakh to 20 lakh,2,2
House,Nishat Colony,Lahore,For Sale,One,Two,Marla,2,0-5 Marla,2200000,Between 20 lakh to 30 lakh,2,1
House,Shalimar Park,Faisalabad,For Sale,Two,Two,Marla,2,0-5 Marla,2200000,Between 20 lakh to 30 lakh,2,2
House,Lehtarar Road,Islamabad,For Sale,Two,Two,Marla,3,0-5 Marla,2250000,Between 20 lakh to 30 lakh,2,2
House,Chungi Amar Sadhu,Lahore,For Sale,Two,Two,Marla,1.5,0-5 Marla,2300000,Between 20 lakh to 30 lakh,2,2
House,Ashiana-e-Quaid Housing Scheme,Lahore,For Sale,Two,Two,Marla,2,0-5 Marla,2500000,Between 20 lakh to 30 lakh,2,2
House,Adiala Road,Rawalpindi,For Sale,Two,Two,Marla,2.5,0-5 Marla,2500000,Between 20 lakh to 30 lakh,2,2
House,Adiala Road,Rawalpindi,For Sale,One,Two,Marla,2,0-5 Marla,2600000,Between 20 lakh to 30 lakh,2,1
House,Eden Orchard,Faisalabad,For Sale,Two,Two,Marla,2.5,0-5 Marla,2600000,Between 20 lakh to 30 lakh,2,2
House,Arsalan Town,Islamabad,For Sale,One,Two,Marla,4,0-5 Marla,2600000,Between 20 lakh to 30 lakh,2,1
House,Jhang Syedan,Islamabad,For Sale,Three,Two,Marla,4,0-5 Marla,2700000,Between 20 lakh to 30 lakh,2,3
House,Bhara kahu,Islamabad,For Sale,Two,Two,Marla,4,0-5 Marla,3000000,Between 20 lakh to 30 lakh,2,2
House,Aashiana Road,Lahore,For Sale,Two,Two,Marla,4,0-5 Marla,3200000,Between 30 lakh to 50 lakh,2,2
House,Kahna,Lahore,For Sale,Two,Two,Marla,2.7,0-5 Marla,3400000,Between 30 lakh to 50 lakh,2,2
House,Ghaziabad,Lahore,For Sale,One,Two,Marla,2,0-5 Marla,3500000,Between 30 lakh to 50 lakh,2,1
House,Satiana Road,Faisalabad,For Sale,Three,Two,Marla,4,0-5 Marla,3500000,Between 30 lakh to 50 lakh,2,3
House,Nazimabad,Faisalabad,For Sale,One,Two,Marla,1.8,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,1
House,Harbanspura,Lahore,For Sale,Two,Two,Marla,2,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,2
House,Saggian,Lahore,For Sale,One,Two,Marla,5,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,1
House,Airport Housing Society,Rawalpindi,For Sale,Three,Two,Marla,5,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,3
House,Adiala Road,Rawalpindi,For Sale,Two,Two,Marla,5,0-5 Marla,3800000,Between 30 lakh to 50 lakh,2,2
House,Ashiana-e-Quaid Housing Scheme,Lahore,For Sale,Two,Two,Marla,3,0-5 Marla,4000000,Between 30 lakh to 50 lakh,2,2
House,DHA Defence,Islamabad,For Sale,Zero,Two,Marla,5,0-5 Marla,4200000,Between 30 lakh to 50 lakh,2,0
House,Simly Dam Road,Islamabad,For Sale,Three,Two,Marla,5,0-5 Marla,4300000,Between 30 lakh to 50 lakh,2,3
House,DHA Defence,Islamabad,For Sale,Two,Two,Marla,5,0-5 Marla,4300000,Between 30 lakh to 50 lakh,2,2
House,Al Kareem Garden,Lahore,For Sale,Four,Two,Marla,3,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,4
House,Mansoorabad,Faisalabad,For Sale,One,Two,Marla,3.5,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,1
House,Burma Town,Islamabad,For Sale,Three,Two,Marla,4,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,3
House,Ghauri Town,Islamabad,For Sale,Three,Two,Marla,5,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,3
House,Lehtarar Road,Islamabad,For Sale,Three,Two,Marla,5,0-5 Marla,4500000,Between 30 lakh to 50 lakh,2,3
House,Ferozepur Road,Lahore,For Sale,Three,Two,Marla,3,0-5 Marla,4700000,Between 30 lakh to 50 lakh,2,3
House,Islamabad Highway,Islamabad,For Sale,Two,Two,Marla,4,0-5 Marla,4800000,Between 30 lakh to 50 lakh,2,2
